uriProposicao,siglaTipo,numero,ano,codTema,tema,relevancia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491471,CON,1,2011,74,"Política, Partidos e Eleições",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/492249,EMS,1,2011,39,Esporte e Lazer,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491165,INC,1,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490903,PDC,1,2011,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490977,PEC,1,2011,74,"Política, Partidos e Eleições",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/494549,PFC,1,2011,39,Esporte e Lazer,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490884,PL,1,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490958,PLP,1,2011,51,Estrutura Fundiária,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491423,RCP,1,2011,56,Saúde,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/495215,REP,1,2011,74,"Política, Partidos e Eleições",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490972,RIC,1,2011,54,"Energia, Recursos Hídricos e Minerais",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490972,RIC,1,2011,55,Relações Internacionais e Comércio Exterior,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/494898,SIT,1,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491541,PLV,1,2011,39,Esporte e Lazer,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490906,PRC,1,2011,53,Processo Legislativo e Atuação Parlamentar,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/492468,TVR,1,2011,37,Comunicações,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491167,INC,2,2011,61,"Viação, Transporte e Mobilidade",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491254,PDC,2,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491640,PEC,2,2011,74,"Política, Partidos e Eleições",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/494986,PFC,2,2011,39,Esporte e Lazer,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490885,PL,2,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490979,PLP,2,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490979,PLP,2,2011,57,Defesa e Segurança,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490908,PRC,2,2011,44,Direitos Humanos e Minorias,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/501067,PRN,2,2011,53,Processo Legislativo e Atuação Parlamentar,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/493869,RCP,2,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/493869,RCP,2,2011,40,Economia,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/496334,REP,2,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490973,RIC,2,2011,54,"Energia, Recursos Hídricos e Minerais",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/495602,SIT,2,2011,61,"Viação, Transporte e Mobilidade",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/493364,PLV,2,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/493364,PLV,2,2011,39,Esporte e Lazer,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490410,AV,2,2011,40,Economia,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491168,INC,3,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491168,INC,3,2011,57,Defesa e Segurança,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491790,PEC,3,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/496055,PFC,3,2011,54,"Energia, Recursos Hídricos e Minerais",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490886,PL,3,2011,35,"Arte, Cultura e Religião",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491006,PLP,3,2011,70,Finanças Públicas e Orçamento,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490961,PRC,3,2011,44,Direitos Humanos e Minorias,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/521288,PRN,3,2011,44,Direitos Humanos e Minorias,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/494836,RCP,3,2011,44,Direitos Humanos e Minorias,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/494836,RCP,3,2011,57,Defesa e Segurança,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/496342,REP,3,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491076,RIC,3,2011,40,Economia,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/496167,SIT,3,2011,57,Defesa e Segurança,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/493433,PLV,3,2011,40,Economia,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491644,PDC,3,2011,46,Educação,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491174,INC,4,2011,40,Economia,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/492423,PEC,4,2011,74,"Política, Partidos e Eleições",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/496604,PFC,4,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490888,PL,4,2011,35,"Arte, Cultura e Religião",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490888,PL,4,2011,46,Educação,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491476,PLP,4,2011,70,Finanças Públicas e Orçamento,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/533800,PRN,4,2011,53,Processo Legislativo e Atuação Parlamentar,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/496997,RCP,4,2011,41,Cidades e Desenvolvimento Urbano,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/498854,REP,4,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491077,RIC,4,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/496635,SIT,4,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/496635,SIT,4,2011,61,"Viação, Transporte e Mobilidade",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/495716,PLV,4,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491769,PDC,4,2011,58,Trabalho e Emprego,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490982,PRC,4,2011,35,"Arte, Cultura e Religião",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491195,INC,5,2011,48,Meio Ambiente e Desenvolvimento Sustentável,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/493860,PEC,5,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/498000,PFC,5,2011,54,"Energia, Recursos Hídricos e Minerais",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490889,PL,5,2011,64,"Agricultura, Pecuária, Pesca e Extrativismo",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490889,PL,5,2011,54,"Energia, Recursos Hídricos e Minerais",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491538,PLP,5,2011,44,Direitos Humanos e Minorias,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491538,PLP,5,2011,70,Finanças Públicas e Orçamento,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/497671,RCP,5,2011,58,Trabalho e Emprego,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/501605,REP,5,2011,53,Processo Legislativo e Atuação Parlamentar,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491203,RIC,5,2011,56,Saúde,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/498126,SIT,5,2011,39,Esporte e Lazer,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/495711,PLV,5,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491795,PDC,5,2011,58,Trabalho e Emprego,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491008,PRC,5,2011,53,Processo Legislativo e Atuação Parlamentar,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491196,INC,6,2011,61,"Viação, Transporte e Mobilidade",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/494863,PEC,6,2011,46,Educação,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/498599,PFC,6,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490891,PL,6,2011,48,Meio Ambiente e Desenvolvimento Sustentável,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490891,PL,6,2011,70,Finanças Públicas e Orçamento,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491981,PLP,6,2011,66,"Indústria, Comércio e Serviços",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491981,PLP,6,2011,70,Finanças Públicas e Orçamento,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/509564,RCP,6,2011,70,Finanças Públicas e Orçamento,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/509564,RCP,6,2011,54,"Energia, Recursos Hídricos e Minerais",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/508190,REP,6,2011,53,Processo Legislativo e Atuação Parlamentar,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491206,RIC,6,2011,54,"Energia, Recursos Hídricos e Minerais",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/499264,SIT,6,2011,54,"Energia, Recursos Hídricos e Minerais",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/495697,PLV,6,2011,70,Finanças Públicas e Orçamento,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491868,PDC,6,2011,58,Trabalho e Emprego,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491084,PRC,6,2011,53,Processo Legislativo e Atuação Parlamentar,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491197,INC,7,2011,41,Cidades e Desenvolvimento Urbano,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/492208,PDC,7,2011,40,Economia,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/494919,PEC,7,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/498687,PFC,7,2011,57,Defesa e Segurança,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490892,PL,7,2011,39,Esporte e Lazer,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490892,PL,7,2011,44,Direitos Humanos e Minorias,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/492008,PLP,7,2011,34,Administração Pública,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/492008,PLP,7,2011,70,Finanças Públicas e Orçamento,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491108,PRC,7,2011,53,Processo Legislativo e Atuação Parlamentar,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/511950,RCP,7,2011,43,Direito Penal e Processual Penal,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/511950,RCP,7,2011,44,Direitos Humanos e Minorias,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/513483,REP,7,2011,53,Processo Legislativo e Atuação Parlamentar,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491221,RIC,7,2011,54,"Energia, Recursos Hídricos e Minerais",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/499814,SIT,7,2011,70,Finanças Públicas e Orçamento,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/497212,PLV,7,2011,61,"Viação, Transporte e Mobilidade",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490861,AV,7,2011,40,Economia,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491198,INC,8,2011,56,Saúde,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/497301,PEC,8,2011,70,Finanças Públicas e Orçamento,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/498755,PFC,8,2011,57,Defesa e Segurança,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490893,PL,8,2011,41,Cidades e Desenvolvimento Urbano,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/490893,PL,8,2011,70,Finanças Públicas e Orçamento,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/492011,PLP,8,2011,66,"Indústria, Comércio e Serviços",0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/492011,PLP,8,2011,70,Finanças Públicas e Orçamento,0
https://dadosabertos.camara.leg.br/api/v2/proposicoes/491171,PRC,8,2011,53,Processo Legislativo e Atuação Parlamentar,0
